OBJECTID,IPEDSID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,STFIPS,COFIPS,SECTOR,LEVEL,HI_OFFER,DEG_GRANT,LOCALE,CLOSE_DATE,MERGE_ID,ALIAS,SIZE_SET,INST_SIZE,PT_ENROLL,FT_ENROLL,TOT_ENROLL,HOUSING,DORM_CAP,TOT_EMP,SHELTER_ID,x,y,cc_id,total acres,district,campuses,settings,housing,website,founded,nickname,wikipedia_url
417,109907,BARSTOW COMMUNITY COLLEGE,2700 BARSTOW ROAD,BARSTOW,CA,92311,NOT AVAILABLE,(760) 252-2411,1,A,2720,SAN BERNARDINO,6071,USA,34.8714510300001,-117.025229949,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=109907,10/13/2009 12:00:00 AM,IMAGERY,7/15/2016 12:00:00 AM,www.barstow.edu/,6,71,4,1,40,1,32,-2,-2,NOT AVAILABLE,3,2,1387,1057,2444,2,-999,276,NOT AVAILABLE,-13027189.0078884,4146425.54555623,109907A;109907B,165.2,BARSTOW COMMUNITY COLLEGE DISTRICT,BARSTOW CAMPUS;NON-CAMPUS LAND,Town: Distant;nan,No;nan,www.barstow.edu/,1959,Vikings,en.wikipedia.org/wiki/Barstow_Community_College
426,121707,COLLEGE OF THE REDWOODS,7351 TOMPKINS HILL RD,EUREKA,CA,95501,9300,(707) 476-4100,1,A,4331,HUMBOLDT,6023,USA,40.6967440000001,-124.195075,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=121707,12/31/2009 12:00:00 AM,IMAGERY,7/18/2016 12:00:00 AM,www.redwoods.edu/,6,23,4,2,40,1,41,-2,-2,NOT AVAILABLE,3,2,2680,1211,3891,1,150,440,NOT AVAILABLE,-13825332.5080324,4967713.85211311,121707A;121707B;121707C;121707E;121707F;121707D,285.2,REDWOODS COMMUNITY COLLEGE DISTRICT,EUREKA CAMPUS;DEL NORTE EDUCATION CENTER;GARBERVILLE INSTRUCTIONAL SITE;EUREKA DOWNTOWN;EUREKA OLD TOWN;KLAMATH-TRINITY INSTRUCTIONAL SITE,Rural: Fringe;nan,Yes;nan,www.redwoods.edu/,1964,Corsairs,en.wikipedia.org/wiki/College_of_the_Redwoods
504,460464,NORCO COLLEGE,2001 THIRD ST,NORCO,CA,92860,NOT AVAILABLE,(951) 372-7000,1,A,10748,RIVERSIDE,6065,USA,33.9167523940001,-117.569994205,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=460464,6/25/2013 12:00:00 AM,IMAGERY/OTHER,5/26/2016 12:00:00 AM,www.norcocollege.edu/Pages/index.aspx,6,65,4,1,40,1,21,-2,-2,NOT AVAILABLE,2,4,8057,2204,10261,2,-999,487,NOT AVAILABLE,-13087831.8874687,4017629.37647633,460464A,144.7,RIVERSIDE COMMUNITY COLLEGE DISTRICT,NORCO COLLEGE CAMPUS,Suburb: Large,No,www.norcocollege.edu/Pages/index.aspx,1991,Mustangs,en.wikipedia.org/wiki/Norco_College
564,109350,ANTELOPE VALLEY COLLEGE,3041 WEST AVE K,LANCASTER,CA,93536,5426,(661) 722-6300,1,A,13223,LOS ANGELES,6037,USA,34.6762073260001,-118.186166454,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=109350,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.avc.edu/,6,37,1,1,30,1,21,-2,-2,NOT AVAILABLE,1,4,8275,3782,12057,2,-999,1166,10820633,-13156423.8684683,4119965.61022199,109350A;109350B;109350C,112.5,ANTELOPE VALLEY COMMUNITY COLLEGE DISTRICT,ANTELOPE VALLEY CAMPUS;NON-CAMPUS LAND;PALMDALE CENTER,Suburb: Large;nan,No;nan,www.avc.edu/,1929,Marauders,en.wikipedia.org/wiki/Antelope_Valley_College
608,111461,COLLEGE OF THE CANYONS,26455 ROCKWELL CANYON RD,SANTA CLARITA,CA,91355,1899,(661) 259-7800,1,A,21813,LOS ANGELES,6037,USA,34.4031209880001,-118.569523652,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=111461,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.canyons.edu/,6,37,4,1,40,1,21,-2,-2,NOT AVAILABLE,3,5,14495,6078,20573,2,-999,1240,NOT AVAILABLE,-13199098.9965416,4083060.62345362,111461A;111461B,221.6,SANTA CLARITA COMMUNITY COLLEGE DISTRICT,VALENCIA CAMPUS;CANYON COUNTRY CAMPUS,Suburb: Large;nan,No;nan,www.canyons.edu/,1969,Cougars,en.wikipedia.org/wiki/College_of_the_Canyons
609,112190,CITY COLLEGE OF SAN FRANCISCO,50 FRIDA KAHLO DRIVE,SAN FRANCISCO,CA,94112,1898,(415) 239-3000,1,A,21493,SAN FRANCISCO,6075,USA,37.725953207,-122.451155088,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=112190,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.ccsf.edu/,6,75,4,3,40,1,11,-2,-2,NOT AVAILABLE,5,4,12970,6737,19707,2,-999,1786,NOT AVAILABLE,-13631200.2314443,4540784.20004887,112190A;112190B;112190C;112190D;112190E;112190F;112190G;112190H;112190I;112190J;112190K,99.6,SAN FRANCISCO COMMUNITY COLLEGE DISTRICT,OCEAN CAMPUS;AIRPORT CENTER;CHINATOWN/NORTH BEACH CENTER;CIVIC CENTER;DOWNTOWN CENTER;EVANS CENTER;FORT MASON CENTER;GOUGH STREET CENTER;JOHN ADAMS CENTER;MISSION CENTER;SOUTHEAST CENTER,City: Large;nan,No;nan,www.ccsf.edu/,1935,Rams,en.wikipedia.org/wiki/City_College_of_San_Francisco
610,113193,CUESTA COLLEGE,HIGHWAY 1,SAN LUIS OBISPO,CA,93403,8106,(805) 546-3100,1,A,10780,SAN LUIS OBISPO,6079,USA,35.3298590000001,-120.741624,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113193,12/31/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,https://www.cuesta.edu/,6,79,4,3,40,1,23,-2,-2,NOT AVAILABLE,2,4,7106,2987,10093,2,-999,687,NOT AVAILABLE,-13440896.1012329,4208798.50895609,113193A;113193B;113193D;113193C;113193E,351.1,CUESTA COLLEGE - SAN LUIS OBISPO COUNTY COMMUNITY COLLEGE DISTRICT,SAN LUIS OBISPO CAMPUS;NON-CAMPUS LAND;NORTH COUNTY CAMPUS;SOUTH COUNTY CENTER,Suburb: Small;nan,No;nan,https://www.cuesta.edu/,1963,Cougars,en.wikipedia.org/wiki/Cuesta_College
611,113573,COLLEGE OF THE DESERT,43-500 MONTEREY AVE,PALM DESERT,CA,92260,NOT AVAILABLE,(760) 346-8041,1,A,11741,RIVERSIDE,6065,USA,33.7324840000001,-116.38761,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=113573,12/31/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.collegeofthedesert.edu/,6,65,4,3,40,1,13,-2,-2,DESERT COMMUNITY COLLEGE DISTRICT,1,4,6735,4197,10932,2,-999,809,NOT AVAILABLE,-12956209.4798461,3992937.47771501,113573A;113573B;113573C;113573D;113573E,169.6,COLLEGE OF THE DESERT--DESERT COMMUNITY COLLEGE DISTRICT,PALM DESERT CAMPUS;INDIO CAMPUS;MECCA CAMPUS;DESERT HOT SPRINGS CAMPUS;PALM SPRINGS CAMPUS,Suburb: Large;nan,No;nan,www.collegeofthedesert.edu/,1958,Roadrunners,en.wikipedia.org/wiki/College_of_the_Desert
612,117645,LONG BEACH CITY COLLEGE,4901 E. CARSON ST.,LONG BEACH,CA,90808,1706,(562) 938-4111,1,A,24729,LOS ANGELES,6037,USA,33.831741347,-118.135819317,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=117645,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.lbcc.edu/,6,37,4,3,40,1,11,-2,-2,NOT AVAILABLE,7,5,13799,9348,23147,2,-999,1582,10822665,-13150819.2508146,4006231.31427976,117645A;117645B,144.5,LONG BEACH COMMUNITY COLLEGE DISTRICT,LIBERAL ARTS CAMPUS;PACIFIC COAST CAMPUS,City: Large;nan,No;nan,www.lbcc.edu/,1927,Vikings,en.wikipedia.org/wiki/Long_Beach_City_College
613,119216,MT SAN JACINTO COMMUNITY COLLEGE DISTRICT,1499 N. STATE ST.,SAN JACINTO,CA,92583,2399,(951) 487-6752,1,A,15396,RIVERSIDE,6065,USA,33.807364104,-116.970062639,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=119216,10/13/2009 12:00:00 AM,IMAGERY,7/7/2016 12:00:00 AM,www.msjc.edu/,6,65,4,2,40,1,22,-2,-2,MT. SAN JACINTO CCD,1,4,8763,5225,13988,2,-999,1408,NOT AVAILABLE,-13021047.8110308,4002964.96856368,119216A;119216B;119216C;119216D;119216E,228.4,MT. SAN JACINTO COMMUNITY COLLEGE DISTRICT,SAN JACINTO CAMPUS;MENIFEE VALLEY CAMPUS;SAN GORGONIO PASS CAMPUS;TEMECULA EDUCATION COMPLEX;TEMECULA HIGHER EDUCATION CENTER,Suburb: Midsize;nan,No;nan,www.msjc.edu/,1962,Eagles,en.wikipedia.org/wiki/Mt._San_Jacinto_College
614,121901,RIVERSIDE CITY COLLEGE,4800 MAGNOLIA AVENUE,RIVERSIDE,CA,92506,NOT AVAILABLE,(951) 222-8000 EXT 8979,1,A,21112,RIVERSIDE,6065,USA,33.9714813570001,-117.380540006,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=121901,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.rcc.edu/riverside/,6,65,4,3,40,1,11,-2,-2,NOT AVAILABLE,5,5,14158,5922,20080,2,-999,1032,NOT AVAILABLE,-13066741.9425074,4024973.31167064,121901A,101.9,RIVERSIDE COMMUNITY COLLEGE DISTRICT,RIVERSIDE CITY COLLEGE CAMPUS,City: Large,No,www.rcc.edu/riverside/,1916,Tigers,en.wikipedia.org/wiki/Riverside_City_College
632,111896,CERRO COSO COMMUNITY COLLEGE,3000 COLLEGE HEIGHTS BLVD,RIDGECREST,CA,93555,9571,(760) 384-6100,1,A,5425,KERN,6029,USA,35.5672767200001,-117.670924495,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=111896,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,cerrocoso.edu/,6,29,4,3,40,1,41,-2,-2,NOT AVAILABLE,6,3,4254,905,5159,2,-999,266,NOT AVAILABLE,-13099067.3959571,4241241.51750434,111896B;111896C;111896E;111896D;111896A;111896G;111896F,382.7,KERN COMMUNITY COLLEGE DISTRICT--KERN COUNTY,"EDWARDS CAMPUS;LAKE ISABELLA KERN RIVER VALLEY CAMPUS;NON-CAMPUS LAND;EASTERN SIERRA COLLEGE CENTER, MAMMOTH LAKES CAMPUS;RIDGECREST/INDIAN WELLS VALLEY CAMPUS;TEHACHAPI CAMPUS;EASTERN SIERRA COLLEGE CENTER, BISHOP CAMPUS",nan;Rural: Fringe,nan;No,cerrocoso.edu/,1973,Coyotes,en.wikipedia.org/wiki/Cerro_Coso_Community_College
633,118718,MERCED COLLEGE,3600 M ST,MERCED,CA,95348,2898,(209) 384-6000,1,A,11476,MERCED,6047,USA,37.3353000770001,-120.476463759,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=118718,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.mccd.edu/,6,47,4,1,40,1,13,-2,-2,MERCED COMMUNITY COLLEGE DISTRICT,4,4,6312,4333,10645,2,-999,831,10814034,-13411378.5982262,4485946.91699537,118718A;118718B;118718C,179.9,MERCED COMMUNITY COLLEGE DISTRICT,MERCED COLLEGE CAMPUS;LOS BANOS CAMPUS;BUSINESS RESOURCE CENTER,City: Small;nan,No;nan,www.mccd.edu/,1962,Blue Devils,en.wikipedia.org/wiki/Merced_College
634,126119,YUBA COLLEGE,2088 N BEALE RD,MARYSVILLE,CA,95901,NOT AVAILABLE,(530) 741-6700,1,A,5477,YUBA,6115,USA,39.1265361760001,-121.539640233,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=126119,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,https://yc.yccd.edu/,6,115,4,3,40,1,22,-2,-2,NOT AVAILABLE,1,3,3336,1839,5175,2,-999,302,NOT AVAILABLE,-13529730.8619352,4739813.03563051,126119A;126119B;126119C,170.0,YUBA COMMUNITY COLLEGE DISTRICT,YUBA COLLEGE CAMPUS;SUTTER COUNTY CENTER;BEALE AFB OUTREACH CENTER,Suburb: Midsize;nan,No;nan,https://yc.yccd.edu/,1927,Forty-Niners,en.wikipedia.org/wiki/Yuba_College
958,123563,SOLANO COMMUNITY COLLEGE,4000 SUISUN VALLEY RD,FAIRFIELD,CA,94534,3197,(707) 864-7000,1,A,9772,SOLANO,6095,USA,38.234846777,-122.123432375,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=123563,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.solano.edu/,6,95,1,2,30,1,22,-2,-2,SOLANO COLLEGE,2,3,6597,2654,9251,2,-999,521,NOT AVAILABLE,-13594718.3059118,4612655.11391195,123563A;123563B;123563C;123563E;123563D,255.6,SOLANO COMMUNITY COLLEGE DISTRICT,FAIRFIELD CAMPUS;VACAVILLE CENTER;VALLEJO CENTER;NON-CAMPUS LAND;TRAVIS AIR FORCE BASE,Suburb: Midsize;nan,No;nan,www.solano.edu/,1945,Falcons,en.wikipedia.org/wiki/Solano_Community_College
959,108807,ALLAN HANCOCK COLLEGE,800 SOUTH COLLEGE DRIVE,SANTA MARIA,CA,93454,6399,(805) 922-6966,1,A,11085,SANTA BARBARA,6083,USA,34.942988401,-120.421114304,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=108807,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.hancockcollege.edu/,6,83,4,1,40,1,12,-2,-2,NOT AVAILABLE,2,4,7310,2938,10248,2,-999,837,10818712,-13405217.1250799,4156136.19198463,108807A;108807B;108807C;108807D,283.3,ALLAN HANCOCK COMMUNITY COLLEGE DISTRICT,SANTA MARIA CAMPUS;LOMPOC VALLEY CENTER;AHC VANDENBERG AFB CENTER;SANTA YNEZ VALLEY CENTER,City: Midsize;nan,No;nan,www.hancockcollege.edu/,1920,Bulldogs,en.wikipedia.org/wiki/Allan_Hancock_College
960,125499,WEST VALLEY COLLEGE,14000 FRUITVALE AVE,SARATOGA,CA,95070,5698,(408) 867-2200,1,A,8023,SANTA CLARA,6085,USA,37.261847824,-122.01008619,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=125499,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.westvalley.edu/,6,85,4,2,40,1,21,-2,-2,NOT AVAILABLE,3,3,5133,2380,7513,2,-999,510,10818849,-13582100.6663142,4475668.11603018,125499A;125499B,135.9,WEST VALLEY-MISSION COMMUNITY COLLEGE DISTRICT,WEST VALLEY COLLEGE CAMPUS;SAN JOSE/CAMPBELL CENTER,Suburb: Large;nan,No;nan,www.westvalley.edu/,1963,Vikings,en.wikipedia.org/wiki/West_Valley_College
961,120421,OXNARD COLLEGE,4000 S ROSE AVE,OXNARD,CA,93033,6699,(805) 986-5800,1,A,7342,VENTURA,6111,USA,34.1647415050001,-119.157331203,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=120421,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/27/2016 12:00:00 AM,www.oxnardcollege.edu/,6,111,4,1,40,1,12,-2,-2,NOT AVAILABLE,4,3,5156,1838,6994,2,-999,348,10820948,-13264533.4338034,4050944.29411096,120421A,112.6,VENTURA COUNTY COMMUNITY COLLEGE DISTRICT,OXNARD COLLEGE CAMPUS,City: Midsize,No,www.oxnardcollege.edu/,1975,Condors,en.wikipedia.org/wiki/Oxnard_College
1094,123299,SHASTA COLLEGE,11555 OLD OREGON TRAIL,REDDING,CA,96003,NOT AVAILABLE,(530) 242-7500,1,A,8774,SHASTA,6089,USA,40.6257305730001,-122.317981919,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=123299,10/13/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,https://www.shastacollege.edu/,6,89,1,3,30,1,22,-2,-2,NOT AVAILABLE,2,3,5126,2995,8121,1,120,653,NOT AVAILABLE,-13616375.4620839,4957292.76476808,123299A;123299B;123299C;123299D;123299E,370.6,SHASTA-TEHAMA-TRINITY JOINT COMMUNITY COLLEGE DISTRICT,MAIN REDDING CAMPUS;DOWNTOWN REDDING CAMPUS - HEALTH SCIENCE & UNIVERSITY CENTER;TEHAMA CAMPUS;TRINITY CAMPUS;INTERMOUNTAIN CAMPUS,Suburb: Midsize;nan,Yes;nan,https://www.shastacollege.edu/,1950,Knights,en.wikipedia.org/wiki/Shasta_College
1102,110246,BUTTE COLLEGE,3536 BUTTE CAMPUS DRIVE,OROVILLE,CA,95965,8399,(530) 895-2511,1,A,10345,BUTTE,6007,USA,39.649790555,-121.644814095,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=110246,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.butte.edu/,6,7,4,2,40,1,42,-2,-2,NOT AVAILABLE,4,3,5402,3933,9335,2,-999,1010,NOT AVAILABLE,-13541438.7626978,4815180.54499418,110246A;110246B;110246C;110246D,406.5,BUTTE-GLENN COMMUNITY COLLEGE DISTRICT,BUTTE CAMPUS;CHICO CENTER;SKYWAY CENTER;GLENN COUNTY CENTER,Rural: Distant;nan,No;nan,www.butte.edu/,1967,Roadrunners,en.wikipedia.org/wiki/Butte_College
1359,121619,SANTA ANA COLLEGE,1530 W. 17TH STREET,SANTA ANA,CA,92706,3398,(714) 564-6000,1,A,21321,ORANGE,6059,USA,33.759202741,-117.888384196,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=121619,10/13/2009 12:00:00 AM,IMAGERY,7/18/2016 12:00:00 AM,www.sac.edu/,6,59,1,1,30,1,11,-2,-2,SAC,2,5,15921,4197,20118,2,-999,1203,NOT AVAILABLE,-13123274.8991405,3996514.48460346,121619A;121619B;121619C,84.3,RANCHO SANTIAGO COMMUNITY COLLEGE DISTRICT,SANTA ANA COLLEGE CAMPUS;SCHOOL OF CONTINUING EDUCATION;REMINGTON EDUCATION CENTER,City: Large;nan,No;nan,www.sac.edu/,1915,Dons,en.wikipedia.org/wiki/Santa_Ana_College
2131,120290,OHLONE COLLEGE,43600 MISSION BLVD,FREMONT,CA,94539,0390,(510) 659-6000,1,A,9668,ALAMEDA,6001,USA,37.527730166,-121.916339455,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=120290,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.ohlone.edu/,6,1,4,3,40,1,21,-2,-2,NOT AVAILABLE,2,3,5751,3309,9060,2,-999,608,NOT AVAILABLE,-13571664.8275105,4512923.07823328,120290A;120290C;120290B,600.5,OHLONE COMMUNITY COLLEGE DISTRICT,FREMONT CAMPUS;NON-CAMPUS LAND;NEWARK CAMPUS,Suburb: Large;nan,No;nan,www.ohlone.edu/,1965,Renegades,en.wikipedia.org/wiki/Ohlone_College
2132,117195,LAKE TAHOE COMMUNITY COLLEGE,ONE COLLEGE DRIVE,SOUTH LAKE TAHOE,CA,96150,NOT AVAILABLE,(530) 541-4660,1,A,2595,EL DORADO,6017,USA,38.927378119,-119.971945088,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=117195,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.ltcc.edu/,6,17,4,3,40,1,41,-2,-2,LTCC,3,2,1696,636,2332,1,30,263,NOT AVAILABLE,-13355215.8366747,4711274.44332777,117195B;117195A,145.9,LAKE TAHOE COMMUNITY COLLEGE DISTRICT,NON-CAMPUS LAND;LAKE TAHOE COMMUNITY COLLEGE CAMPUS,nan;Rural: Fringe,nan;No,www.ltcc.edu/,1975,Coyotes,en.wikipedia.org/wiki/Lake_Tahoe_Community_College
2133,114789,FRESNO CITY COLLEGE,1101 E. UNIVERSITY AVE,FRESNO,CA,93741,NOT AVAILABLE,(559) 442-4600,1,A,23680,FRESNO,6019,USA,36.7681640070001,-119.79609608,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=114789,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/26/2016 12:00:00 AM,www.fresnocitycollege.edu/,6,19,4,3,40,1,11,-2,-2,NOT AVAILABLE,4,5,16266,6012,22278,2,-999,1402,NOT AVAILABLE,-13335640.4146477,4406840.91771568,114789A,97.3,STATE CENTER COMMUNITY COLLEGE DISTRICT,FRESNO CITY COLLEGE CAMPUS,City: Large,No,www.fresnocitycollege.edu/,1910,Rams,en.wikipedia.org/wiki/Fresno_City_College
2134,115393,HARTNELL COLLEGE,411 CENTRAL AVENUE,SALINAS,CA,93901,NOT AVAILABLE,(831) 755-6700,1,A,9212,MONTEREY,6053,USA,36.673950656,-121.665698945,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=115393,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.hartnell.edu/,6,53,4,3,40,1,12,-2,-2,NOT AVAILABLE,1,3,5260,3413,8673,2,-999,539,10810268,-13543763.6535651,4393756.63490044,115393A;115393B;115393C,189.4,HARTNELL COMMUNITY COLLEGE DISTRICT,HARTNELL COLLEGE CAMPUS;ALISAL CAMPUS;KING CITY EDUCATION CENTER,City: Midsize;nan,No;nan,www.hartnell.edu/,1920,Panthers,en.wikipedia.org/wiki/Hartnell_College
2136,116439,IRVINE VALLEY COLLEGE,5500 IRVINE CENTER DRIVE,IRVINE,CA,92618,0301,(949) 451-5100,1,A,12968,ORANGE,6059,USA,33.6769285870001,-117.777522063,611210,JUNIOR COLLEGES,https://nces.ed.gov/collegenavigator/?id=116439,12/10/2009 12:00:00 AM,IMAGERY/OTHER,7/7/2016 12:00:00 AM,www.ivc.edu/,6,59,4,3,40,1,11,-2,-2,NOT AVAILABLE,1,4,7998,4201,12199,2,-999,769,NOT AVAILABLE,-13110933.7829467,3985503.48657892,116439A,102.9,SOUTH ORANGE COUNTY COMMUNITY COLLEGE DISTRICT,IRVINE VALLEY COLLEGE CAMPUS,City: Large,No,www.ivc.edu/,1979,Lasers,en.wikipedia.org/wiki/Irvine_Valley_College
